id_producto,id_almacen,id_proveedor,id_tipo_movimiento,fecha_movimiento,id_usuario,numero_documento,cantidad,costo_unitario,costo_total,stock_anterior,stock_resultante,motivo,observaciones
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-08-28,1,VTA-242931,-4,8.6,34.4,363,359,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-09-07,1,VTA-156581,-3,8.6,25.799999999999997,359,356,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-09-25,1,VTA-003974,-1,8.6,8.6,356,355,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-09-29,1,VTA-084180,-3,8.6,25.799999999999997,355,352,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-01,1,VTA-068063,-4,8.6,34.4,352,348,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-03,1,VTA-219348,-1,8.6,8.6,348,347,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-04,1,VTA-101267,-1,8.6,8.6,347,346,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-05,1,VTA-081214,-2,8.6,17.2,346,344,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-09,1,VTA-013981,-4,8.6,34.4,344,340,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-10,1,VTA-190742,-2,8.6,17.2,340,338,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-11,1,VTA-222221,-1,8.6,8.6,338,337,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-12,1,VTA-177356,-1,8.6,8.6,337,336,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-15,1,VTA-044574,-3,8.6,25.799999999999997,336,333,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-17,1,VTA-123051,-1,8.6,8.6,333,332,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-17,1,VTA-053089,-1,8.6,8.6,332,331,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-23,1,VTA-222739,-2,8.6,17.2,331,329,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-25,1,VTA-196353,-3,8.6,25.799999999999997,329,326,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-10-31,1,VTA-193842,-2,8.6,17.2,326,324,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-01,1,VTA-073676,-2,8.6,17.2,324,322,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-02,1,VTA-244393,-1,8.6,8.6,322,321,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-02,1,VTA-227560,-2,8.6,17.2,321,319,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-03,1,VTA-004673,-3,8.6,25.799999999999997,319,316,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-07,1,VTA-098341,-4,8.6,34.4,316,312,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-10,1,VTA-050873,-3,8.6,25.799999999999997,312,309,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-11,1,VTA-069536,-1,8.6,8.6,309,308,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-13,1,VTA-195526,-3,8.6,25.799999999999997,308,305,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-13,1,VTA-176357,-2,8.6,17.2,305,303,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-14,1,VTA-239214,-2,8.6,17.2,303,301,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-17,1,VTA-042166,-4,8.6,34.4,301,297,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-19,1,VTA-133226,-3,8.6,25.799999999999997,297,294,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-23,1,VTA-145182,-1,8.6,8.6,294,293,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-25,1,VTA-193950,-1,8.6,8.6,293,292,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-28,1,VTA-052970,-1,8.6,8.6,292,291,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-28,1,VTA-073505,-2,8.6,17.2,291,289,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-29,1,VTA-221739,-1,8.6,8.6,289,288,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-11-30,1,VTA-021196,-2,8.6,17.2,288,286,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-01,1,VTA-132035,-1,8.6,8.6,286,285,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-08,1,VTA-093137,-1,8.6,8.6,285,284,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-10,1,VTA-124294,-4,8.6,34.4,284,280,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-10,1,VTA-214924,-1,8.6,8.6,280,279,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_ENTRADA,2024-12-11,1,COMP-000252,121,8.6,1040.6,279,400,Compra periódica,Compra regular a proveedor
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-11,1,VTA-101287,-4,8.6,34.4,400,396,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-12,1,VTA-227924,-2,8.6,17.2,396,394,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-15,1,VTA-152749,-4,8.6,34.4,394,390,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-15,1,VTA-050354,-1,8.6,8.6,390,389,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-17,1,VTA-059107,-3,8.6,25.799999999999997,389,386,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-25,1,VTA-006132,-4,8.6,34.4,386,382,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-25,1,VTA-022409,-1,8.6,8.6,382,381,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-28,1,VTA-138559,-1,8.6,8.6,381,380,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-28,1,VTA-217792,-2,8.6,17.2,380,378,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2024-12-29,1,VTA-128832,-1,8.6,8.6,378,377,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-01-06,1,VTA-182674,-2,8.6,17.2,377,375,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-01-06,1,VTA-113153,-3,8.6,25.799999999999997,375,372,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-01-24,1,VTA-240598,-1,8.6,8.6,372,371,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-01-26,1,VTA-177467,-2,8.6,17.2,371,369,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-02-01,1,VTA-108701,-4,8.6,34.4,369,365,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-02-03,1,VTA-001314,-2,8.6,17.2,365,363,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-02-21,1,VTA-118803,-3,8.6,25.799999999999997,363,360,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-03-05,1,VTA-182423,-4,8.6,34.4,360,356,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-03-15,1,VTA-049354,-1,8.6,8.6,356,355,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-03-17,1,VTA-122572,-4,8.6,34.4,355,351,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-03-18,1,VTA-238355,-2,8.6,17.2,351,349,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-03-31,1,VTA-242268,-1,8.6,8.6,349,348,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-04-02,1,VTA-165529,-4,8.6,34.4,348,344,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-04-08,1,VTA-004558,-2,8.6,17.2,344,342,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-04-09,1,VTA-057461,-1,8.6,8.6,342,341,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-04-11,1,VTA-068380,-1,8.6,8.6,341,340,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-04-15,1,VTA-076996,-2,8.6,17.2,340,338,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-04-16,1,VTA-228866,-1,8.6,8.6,338,337,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-04-17,1,VTA-069406,-1,8.6,8.6,337,336,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-04-23,1,VTA-033359,-3,8.6,25.799999999999997,336,333,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-04-30,1,VTA-001195,-2,8.6,17.2,333,331,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-05-14,1,VTA-108501,-4,8.6,34.4,331,327,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-05-15,1,VTA-056111,-1,8.6,8.6,327,326,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-05-17,1,VTA-132967,-4,8.6,34.4,326,322,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-05-17,1,VTA-194273,-2,8.6,17.2,322,320,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-05-26,1,VTA-214651,-1,8.6,8.6,320,319,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-05-26,1,VTA-215531,-4,8.6,34.4,319,315,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-03,1,VTA-194279,-4,8.6,34.4,315,311,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-05,1,VTA-045837,-1,8.6,8.6,311,310,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-07,1,VTA-160109,-2,8.6,17.2,310,308,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-09,1,VTA-178028,-2,8.6,17.2,308,306,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-11,1,VTA-035049,-3,8.6,25.799999999999997,306,303,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-14,1,VTA-062643,-1,8.6,8.6,303,302,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-18,1,VTA-232779,-2,8.6,17.2,302,300,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-20,1,VTA-017821,-4,8.6,34.4,300,296,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-28,1,VTA-229689,-1,8.6,8.6,296,295,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-29,1,VTA-017111,-2,8.6,17.2,295,293,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-30,1,VTA-130691,-3,8.6,25.799999999999997,293,290,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-06-30,1,VTA-244572,-3,8.6,25.799999999999997,290,287,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-07-02,1,VTA-101692,-3,8.6,25.799999999999997,287,284,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-07-04,1,VTA-132747,-4,8.6,34.4,284,280,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-07-05,1,VTA-166330,-1,8.6,8.6,280,279,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_ENTRADA,2025-07-12,1,COMP-000253,121,8.6,1040.6,279,400,Compra periódica,Compra regular a proveedor
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-07-12,1,VTA-114920,-3,8.6,25.799999999999997,400,397,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-07-16,1,VTA-241331,-3,8.6,25.799999999999997,397,394,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-07-25,1,VTA-116016,-4,8.6,34.4,394,390,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-07-25,1,VTA-068288,-3,8.6,25.799999999999997,390,387,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-08-03,1,VTA-148593,-1,8.6,8.6,387,386,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-08-05,1,VTA-073503,-2,8.6,17.2,386,384,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-08-15,1,VTA-231526,-1,8.6,8.6,384,383,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-08-24,1,VTA-212118,-3,8.6,25.799999999999997,383,380,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-08-28,1,VTA-145446,-1,8.6,8.6,380,379,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-09-05,1,VTA-036770,-3,8.6,25.799999999999997,379,376,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-09-08,1,VTA-236721,-3,8.6,25.799999999999997,376,373,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-09-12,1,VTA-246633,-4,8.6,34.4,373,369,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-09-13,1,VTA-012224,-1,8.6,8.6,369,368,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-10-01,1,VTA-100089,-1,8.6,8.6,368,367,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-10-03,1,VTA-032751,-3,8.6,25.799999999999997,367,364,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-10-08,1,VTA-092907,-2,8.6,17.2,364,362,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-10-11,1,VTA-005651,-4,8.6,34.4,362,358,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-10-22,1,VTA-181405,-4,8.6,34.4,358,354,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-10-27,1,VTA-010979,-4,8.6,34.4,354,350,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-11-01,1,VTA-153980,-4,8.6,34.4,350,346,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-11-05,1,VTA-136371,-1,8.6,8.6,346,345,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-11-10,1,VTA-078071,-2,8.6,17.2,345,343,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-11-12,1,VTA-170346,-4,8.6,34.4,343,339,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-11-26,1,VTA-132655,-3,8.6,25.799999999999997,339,336,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-11-29,1,VTA-235225,-2,8.6,17.2,336,334,Venta de producto,Venta desde OroCommerce
6,TIENDA_03,PROV001,MOV_SALIDA_VENTA,2025-11-30,1,VTA-084056,-1,8.6,8.6,334,333,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_ENTRADA,2023-01-23,1,COMP-000254,250,8.6,2150.0,0,250,Compra inicial,Primera compra - stock inicial
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-01-23,1,VTA-046745,-3,8.6,25.799999999999997,250,247,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-01-25,1,VTA-043447,-3,8.6,25.799999999999997,247,244,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-02-05,1,VTA-021769,-4,8.6,34.4,244,240,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-02-05,1,VTA-153023,-2,8.6,17.2,240,238,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-02-06,1,VTA-243895,-3,8.6,25.799999999999997,238,235,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-02-09,1,VTA-158602,-3,8.6,25.799999999999997,235,232,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_ENTRADA,2023-02-14,1,COMP-000255,150,8.6,1290.0,232,382,Compra periódica,Compra regular a proveedor
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-02-14,1,VTA-142792,-1,8.6,8.6,382,381,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-02-26,1,VTA-164073,-2,8.6,17.2,381,379,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-03-11,1,VTA-241018,-2,8.6,17.2,379,377,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-03-16,1,VTA-186247,-2,8.6,17.2,377,375,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-03-16,1,VTA-094861,-3,8.6,25.799999999999997,375,372,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-03-22,1,VTA-129650,-4,8.6,34.4,372,368,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-03-24,1,VTA-226214,-3,8.6,25.799999999999997,368,365,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-03-24,1,VTA-117855,-1,8.6,8.6,365,364,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-03-26,1,VTA-010093,-3,8.6,25.799999999999997,364,361,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-04-08,1,VTA-115133,-1,8.6,8.6,361,360,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-04-12,1,VTA-240622,-1,8.6,8.6,360,359,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-04-16,1,VTA-033292,-2,8.6,17.2,359,357,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-04-18,1,VTA-125878,-3,8.6,25.799999999999997,357,354,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-04-23,1,VTA-235307,-1,8.6,8.6,354,353,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-04-27,1,VTA-129109,-1,8.6,8.6,353,352,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-04-27,1,VTA-063023,-1,8.6,8.6,352,351,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-04-30,1,VTA-242516,-2,8.6,17.2,351,349,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-02,1,VTA-025371,-3,8.6,25.799999999999997,349,346,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-08,1,VTA-081624,-4,8.6,34.4,346,342,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-09,1,VTA-198923,-3,8.6,25.799999999999997,342,339,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-10,1,VTA-072760,-2,8.6,17.2,339,337,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-12,1,VTA-232757,-2,8.6,17.2,337,335,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-14,1,VTA-212179,-1,8.6,8.6,335,334,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-15,1,VTA-221722,-1,8.6,8.6,334,333,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-25,1,VTA-064380,-4,8.6,34.4,333,329,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-27,1,VTA-124051,-1,8.6,8.6,329,328,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-30,1,VTA-046794,-1,8.6,8.6,328,327,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-05-31,1,VTA-068963,-4,8.6,34.4,327,323,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-03,1,VTA-126989,-3,8.6,25.799999999999997,323,320,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-05,1,VTA-148510,-4,8.6,34.4,320,316,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-05,1,VTA-091123,-4,8.6,34.4,316,312,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-07,1,VTA-244167,-1,8.6,8.6,312,311,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-11,1,VTA-083998,-2,8.6,17.2,311,309,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-16,1,VTA-142593,-3,8.6,25.799999999999997,309,306,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-17,1,VTA-209437,-3,8.6,25.799999999999997,306,303,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-17,1,VTA-097380,-2,8.6,17.2,303,301,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-23,1,VTA-227127,-1,8.6,8.6,301,300,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-24,1,VTA-227727,-3,8.6,25.799999999999997,300,297,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-06-27,1,VTA-187732,-3,8.6,25.799999999999997,297,294,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-07-01,1,VTA-233637,-1,8.6,8.6,294,293,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-07-08,1,VTA-081777,-2,8.6,17.2,293,291,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-07-10,1,VTA-174100,-2,8.6,17.2,291,289,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-07-15,1,VTA-097822,-1,8.6,8.6,289,288,Venta de producto,Venta desde OroCommerce
6,TIENDA_04,PROV002,MOV_SALIDA_VENTA,2023-07-19,1,VTA-070151,-4,8.6,34.4,288,284,Venta de producto,Venta desde OroCommerce
